synthetic_clients,validator_count,threshold,bandwidth_mbps,rtt_ms,proposal_kb,finality_record_kb,proposal_tx_ms,vote_tx_ms,network_ms,verification_ms,estimated_finality_ms
200,7,4,50.0,100.0,223.6635546875,1.20126953125,36.6450368,0.196816,236.84185280000003,49.19230799772777,286.0341607977278
200,7,4,100.0,10.0,223.6635546875,1.20126953125,18.3225184,0.098408,38.4209264,49.19230799772777,87.61323439772777
200,7,4,100.0,50.0,223.6635546875,1.20126953125,18.3225184,0.098408,118.42092640000001,49.19230799772777,167.61323439772778
200,7,4,100.0,100.0,223.6635546875,1.20126953125,18.3225184,0.098408,218.4209264,49.19230799772777,267.61323439772775
200,9,6,10.0,10.0,223.6635546875,1.43173828125,183.225184,1.17288,204.398064,64.01506799971685,268.4131319997168
200,9,6,10.0,50.0,223.6635546875,1.43173828125,183.225184,1.17288,284.39806400000003,64.01506799971685,348.4131319997169
200,9,6,10.0,100.0,223.6635546875,1.43173828125,183.225184,1.17288,384.39806400000003,64.01506799971685,448.4131319997169
200,9,6,50.0,10.0,223.6635546875,1.43173828125,36.6450368,0.23457599999999998,56.8796128,64.01506799971685,120.89468079971684
200,9,6,50.0,50.0,223.6635546875,1.43173828125,36.6450368,0.23457599999999998,136.87961280000002,64.01506799971685,200.89468079971687
200,9,6,50.0,100.0,223.6635546875,1.43173828125,36.6450368,0.23457599999999998,236.87961280000002,64.01506799971685,300.89468079971687
